Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Personalised Message On Cake (product.metafields.custom.personalised_message_on_cake),EComposer product countdown end at (product.metafields.ecomposer.countdown),EComposer product countdown start at (product.metafields.ecomposer.countdown_from),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Allergen information (product.metafields.shopify.allergen-information),Flavor (product.metafields.shopify.flavor),Flour/Grain type (product.metafields.shopify.flour-grain-type),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
the-rosette-bloom-celebration-cake,,,,,,,,,red-velvet,,,"8""",,,,,,0.0,shopify,10,deny,manual,40.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0970/4708/5421/files/IMG-20260105-WA0029.jpg?v=1768671191,2,"",,,,,,,,,,,,,,,,,,,,,,,kg,,,
the-rosette-bloom-celebration-cake,,,,,,,,,red-velvet,,,"10""",,,,,,0.0,shopify,10,deny,manual,55.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
the-rosette-bloom-celebration-cake,,,,,,,,,choclate-sponge,,,"6""",,,,,,0.0,shopify,10,deny,manual,30.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
the-rosette-bloom-celebration-cake,,,,,,,,,choclate-sponge,,,"8""",,,,,,0.0,shopify,10,deny,manual,40.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
the-rosette-bloom-celebration-cake,,,,,,,,,choclate-sponge,,,"10""",,,,,,0.0,shopify,10,deny,manual,55.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
the-rosette-bloom-celebration-cake,,,,,,,,,victoria-sponge,,,"6""",,,,,,0.0,shopify,10,deny,manual,30.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
the-rosette-bloom-celebration-cake,,,,,,,,,victoria-sponge,,,"8""",,,,,,0.0,shopify,10,deny,manual,40.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
the-rosette-bloom-celebration-cake,,,,,,,,,victoria-sponge,,,"10""",,,,,,0.0,shopify,10,deny,manual,55.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
the-baby-shark-undersea-adventure-cake,The Baby Shark Adventure Cake,"<p data-path-to-node=""5"">Dive into a celebration your little one will never forget with ""The Baby Shark Adventure Cake"" from <b data-path-to-node=""5"" data-index-in-node=""109"">Cake Corner</b>. This vibrant, sky-blue creation captures all the fun of the world-famous shark family, making it the ultimate centerpiece for a 3rd birthday or ocean-themed party. Packed with hand-crafted details and beloved characters, it’s a guaranteed hit for any young fan of the sea.</p>
<ul data-path-to-node=""7"">
<li>
<p data-path-to-node=""7,0,0""><b data-path-to-node=""7,0,0"" data-index-in-node=""0"">Whimsical Ocean Design:</b> Covered in a beautiful ribbed blue buttercream that mimics the gentle waves of the ocean.</p>
</li>
<li>
<p data-path-to-node=""7,1,0""><b data-path-to-node=""7,1,0"" data-index-in-node=""0"">The Whole Shark Family:</b> Decorated with high-quality edible images of the entire Shark family—Baby, Mommy, Daddy, Grandma, and Grandpa Shark.</p>
</li>
<li>
<p data-path-to-node=""7,2,0""><b data-path-to-node=""7,2,0"" data-index-in-node=""0"">Hand-Crafted Sea Details:</b> Adorned with edible white chocolate seashells, starfish, and hand-piped green seaweed for a realistic underwater feel.</p>
</li>
<li>
<p data-path-to-node=""7,3,0""><b data-path-to-node=""7,3,0"" data-index-in-node=""0"">Golden Milestone Topper:</b> Features a large, shimmering golden ""3"" candle/topper to celebrate your child's special age.</p>
</li>
<li>
<p data-path-to-node=""7,4,0""><b data-path-to-node=""7,4,0"" data-index-in-node=""0"">Underwater Sparkle:</b> Accented with clusters of silver and gold edible pearls (dragees) that look like tiny bubbles rising to the surface.</p>
</li>
<li>
<p data-path-to-node=""7,5,0""><b data-path-to-node=""7,5,0"" data-index-in-node=""0"">Custom Flavor Selection:</b> Because every little shark has different tastes, <b data-path-to-node=""7,5,0"" data-index-in-node=""74"">the flavor of the cake can be chosen by the customer</b> from our menu of delicious, fresh-baked options.</p>
</li>
<li>
<p data-path-to-node=""7,6,0""><b data-path-to-node=""7,6,0"" data-index-in-node=""0"">Artisan Finish:</b> Hand-decorated with a classic star-piped buttercream border at the base for a clean, professional presentation.</p>
</li>
</ul>",CAKE CORNER,"Food, Beverages & Tobacco > Food Items > Bakery > Cakes & Dessert Bars > Cakes",Cake,"#3rdBirthday, #BabySharkCake, #CakeCorner, #CustomCakes, #KidsBirthdayCakes, #OceanThemeParty, #SharkFamily, #UnderTheSeaBirthday",true,Flavor,red-velvet,product.metafields.shopify.flavor,Size,"6""",,,,,,0.0,shopify,20,deny,manual,50.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0970/4708/5421/files/IMG-20260105-WA0023.jpg?v=1767608415,1,"",false,,Shop The Baby Shark Undersea Adventure Cake at Cake Corner. A blue ocean-themed birthday cake with the Shark family & shells. Choose your favorite flavor today!,,,,,,,,,,,,,,,,eggs; milk; wheat,red-velvet; choclate-sponge; victoria-sponge,wheat,,kg,,,active
the-baby-shark-undersea-adventure-cake,,,,,,,,,red-velvet,,,"8""",,,,,,0.0,shopify,10,deny,manual,75.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
the-baby-shark-undersea-adventure-cake,,,,,,,,,red-velvet,,,"10""",,,,,,0.0,shopify,10,deny,manual,95.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
the-baby-shark-undersea-adventure-cake,,,,,,,,,choclate-sponge,,,"6""",,,,,,0.0,shopify,10,deny,manual,50.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
the-baby-shark-undersea-adventure-cake,,,,,,,,,choclate-sponge,,,"8""",,,,,,0.0,shopify,10,deny,manual,75.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
the-baby-shark-undersea-adventure-cake,,,,,,,,,choclate-sponge,,,"10""",,,,,,0.0,shopify,10,deny,manual,95.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
the-baby-shark-undersea-adventure-cake,,,,,,,,,victoria-sponge,,,"6""",,,,,,0.0,shopify,10,deny,manual,50.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
the-baby-shark-undersea-adventure-cake,,,,,,,,,victoria-sponge,,,"8""",,,,,,0.0,shopify,10,deny,manual,75.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
the-baby-shark-undersea-adventure-cake,,,,,,,,,victoria-sponge,,,"10""",,,,,,0.0,shopify,10,deny,manual,95.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
the-baby-mickey-starry-celebration,The Baby Mickey Starry Celebration,"<p data-path-to-node=""5"">Celebrate your little one's big day with ""The Baby Mickey Starry Celebration"" from <b data-path-to-node=""5"" data-index-in-node=""83"">Cake Corner</b>. This adorable round cake features the world's most beloved mouse in his sweetest ""baby"" form, making it an ideal choice for a 4th birthday or a playful baby shower. With its cheerful blue and yellow palette and whimsical 3D accents, this cake brings a touch of Disney-inspired magic to any dessert table.</p>
<ul data-path-to-node=""7"">
<li>
<p data-path-to-node=""7,0,0""><b data-path-to-node=""7,0,0"" data-index-in-node=""0"">Baby Mickey Character Art:</b> Features a large, high-quality edible image of Baby Mickey Mouse at the center, perfect for capturing that special birthday photo.</p>
</li>
<li>
<p data-path-to-node=""7,1,0""><b data-path-to-node=""7,1,0"" data-index-in-node=""0"">Whimsical Star Toppers:</b> Crowned with a collection of five deep blue fondant stars on delicate stems, creating a fun ""bursting"" effect.</p>
</li>
<li>
<p data-path-to-node=""7,2,0""><b data-path-to-node=""7,2,0"" data-index-in-node=""0"">Bold Polka Dot Design:</b> The sides of the cake are decorated with alternating blue fondant polka dots and stars for a classic, playful look.</p>
</li>
<li>
<p data-path-to-node=""7,3,0""><b data-path-to-node=""7,3,0"" data-index-in-node=""0"">Custom Milestone Topper:</b> Includes a large golden number topper to proudly display your child's age.</p>
</li>
<li>
<p data-path-to-node=""7,4,0""><b data-path-to-node=""7,4,0"" data-index-in-node=""0"">Coordinated Base Ribbon:</b> Finished with a thick navy blue ribbon and a charming hand-molded fondant bow at the base.</p>
</li>
<li>
<p data-path-to-node=""7,5,0""><b data-path-to-node=""7,5,0"" data-index-in-node=""0"">Custom Flavor Selection:</b> To ensure your little one enjoys every bite, <b data-path-to-node=""7,5,0"" data-index-in-node=""70"">the flavor of the cake can be chosen by the customer</b> from our wide range of child-friendly sponges and fillings.</p>
</li>
<li>
<p data-path-to-node=""7,6,0""><b data-path-to-node=""7,6,0"" data-index-in-node=""0"">Artisan Freshness:</b> Hand-crafted with care and baked fresh using premium ingredients for a taste as sweet as the design.</p>
</li>
</ul>",CAKE CORNER,"Food, Beverages & Tobacco > Food Items > Bakery > Cakes & Dessert Bars > Cakes",Cake,"#4thBirthday, #BabyMickeyCake, #CakeCorner, #CustomBirthdayCakes, #DisneyInspired, #KidsCakes, #MickeyMouseBirthday, #StarThemeCake",true,Flavor,red-velvet,product.metafields.shopify.flavor,Size,"6""",,,,,,0.0,shopify,19,deny,manual,45.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0970/4708/5421/files/IMG-20260105-WA0017.jpg?v=1767607637,1,"",false,,Shop The Baby Mickey Starry Celebration at Cake Corner. A blue & yellow birthday cake with Mickey character art & star toppers. Choose your favorite flavor today!,,,,,,,,,,,,,,,,eggs; milk; wheat,red-velvet; choclate-sponge; victoria-sponge,wheat,,kg,,,active
the-baby-mickey-starry-celebration,,,,,,,,,red-velvet,,,"8""",,,,,,0.0,shopify,10,deny,manual,70.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0970/4708/5421/files/IMG-20260105-WA0018.jpg?v=1767607656,2,"",,,,,,,,,,,,,,,,,,,,,,,kg,,,
the-baby-mickey-starry-celebration,,,,,,,,,red-velvet,,,"10""",,,,,,0.0,shopify,10,deny,manual,90.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
the-baby-mickey-starry-celebration,,,,,,,,,choclate-sponge,,,"6""",,,,,,0.0,shopify,10,deny,manual,45.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
the-baby-mickey-starry-celebration,,,,,,,,,choclate-sponge,,,"8""",,,,,,0.0,shopify,10,deny,manual,70.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
the-baby-mickey-starry-celebration,,,,,,,,,choclate-sponge,,,"10""",,,,,,0.0,shopify,9,deny,manual,90.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
the-baby-mickey-starry-celebration,,,,,,,,,victoria-sponge,,,"6""",,,,,,0.0,shopify,10,deny,manual,45.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
the-baby-mickey-starry-celebration,,,,,,,,,victoria-sponge,,,"8""",,,,,,0.0,shopify,10,deny,manual,70.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
the-baby-mickey-starry-celebration,,,,,,,,,victoria-sponge,,,"10""",,,,,,0.0,shopify,9,deny,manual,90.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
the-pink-chocolate-overload-celebration,The Pink Chocolate Strawberry Overload Celebration Cake,"<p data-path-to-node=""5"">Make your next milestone truly shine with ""The Pink Chocolate Strawberry Overload Celebration Cake "" from <b data-path-to-node=""5"" data-index-in-node=""89"">Cake Corner</b>. This tall, round masterpiece features a beautiful watercolor buttercream finish and is loaded with premium treats. Whether you are celebrating a birthday or a special achievement, this cake offers a sophisticated yet playful aesthetic that makes it the perfect party centerpiece.</p>
<ul data-path-to-node=""7"">
<li>
<p data-path-to-node=""7,0,0""><b data-path-to-node=""7,0,0"" data-index-in-node=""0"">Pink Watercolor Finish:</b> Hand-painted with delicate pink buttercream sweeps over a crisp white base for a modern, artistic look.</p>
</li>
<li>
<p data-path-to-node=""7,1,0""><b data-path-to-node=""7,1,0"" data-index-in-node=""0"">Gourmet Topper Selection:</b> Adorned with a lavish arrangement of pink-tinted chocolate-covered strawberries, miniature chocolate bars, and fluffy pink meringue kisses.</p>
</li>
<li>
<p data-path-to-node=""7,2,0""><b data-path-to-node=""7,2,0"" data-index-in-node=""0"">Golden Accents:</b> Finished with an elegant ""Happy Birthday"" golden acrylic topper and hand-placed edible gold pearls for a touch of luxury.</p>
</li>
<li>
<p data-path-to-node=""7,3,0""><b data-path-to-node=""7,3,0"" data-index-in-node=""0"">Textured Base Detail:</b> The cake is further decorated with additional pink chocolate bars and buttercream dollops around the base for 360-degree beauty.</p>
</li>
<li>
<p data-path-to-node=""7,4,0""><b data-path-to-node=""7,4,0"" data-index-in-node=""0"">Custom Flavor Selection:</b> To ensure your celebration is perfect, <b data-path-to-node=""7,4,0"" data-index-in-node=""64"">the flavor of the cake can be chosen by the customer</b> from our wide range of premium sponges and fillings.</p>
</li>
<li>
<p data-path-to-node=""7,5,0""><b data-path-to-node=""7,5,0"" data-index-in-node=""0"">Artisan Quality:</b> Hand-crafted with precision and baked fresh to order using the highest quality ingredients.</p>
</li>
</ul>",CAKE CORNER,"Food, Beverages & Tobacco > Food Items > Bakery > Cakes & Dessert Bars > Cakes",Cake,"#CakeCorner, #CelebrationCakes, #ChocolateOverload, #CustomCakes, #GourmetDesserts, #LuxuryCake, #PinkAndGold, #PinkBirthdayCake, #WatercolorCake",true,Flavor,red-velvet,product.metafields.shopify.flavor,Size,"6""",,,,,,0.0,shopify,10,deny,manual,50.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0970/4708/5421/files/IMG-20260105-WA0010.jpg?v=1767607368,1,"",false,,Shop The Pink Chocolate Overload Celebration at Cake Corner. A pink watercolor cake with dipped strawberries & gold accents. Choose your favorite flavor today!,,,,,,,,,,,,,,,,eggs; milk; wheat,red-velvet; choclate-sponge; victoria-sponge,wheat,,kg,,,active
the-pink-chocolate-overload-celebration,,,,,,,,,red-velvet,,,"8""",,,,,,0.0,shopify,10,deny,manual,75.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
the-pink-chocolate-overload-celebration,,,,,,,,,red-velvet,,,"10""",,,,,,0.0,shopify,10,deny,manual,95.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
the-pink-chocolate-overload-celebration,,,,,,,,,choclate-sponge,,,"6""",,,,,,0.0,shopify,10,deny,manual,50.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
the-pink-chocolate-overload-celebration,,,,,,,,,choclate-sponge,,,"8""",,,,,,0.0,shopify,10,deny,manual,75.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
the-pink-chocolate-overload-celebration,,,,,,,,,choclate-sponge,,,"10""",,,,,,0.0,shopify,10,deny,manual,95.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
the-pink-chocolate-overload-celebration,,,,,,,,,victoria-sponge,,,"6""",,,,,,0.0,shopify,10,deny,manual,50.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
the-pink-chocolate-overload-celebration,,,,,,,,,victoria-sponge,,,"8""",,,,,,0.0,shopify,10,deny,manual,75.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
the-pink-chocolate-overload-celebration,,,,,,,,,victoria-sponge,,,"10""",,,,,,0.0,shopify,10,deny,manual,95.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
first-birthday-number-cake,First Birthday Number Cake ( Colour Customised),"<p data-path-to-node=""5"">Mark your daughter’s very first milestone with the "" First Birthday Number Cake"" from <b data-path-to-node=""5"" data-index-in-node=""91"">Cake Corner</b>. Expertly carved into a large, clean ""1"" shape, this custom creation is designed to be the elegant centerpiece of a first birthday celebration. With its soft white and pink palette and personalized block detailing, it is a sweet and sophisticated way to say ""Happy Birthday"".</p>
<p data-path-to-node=""6""><b data-path-to-node=""6"" data-index-in-node=""0"">Key Features:</b></p>
<ul data-path-to-node=""7"">
<li>
<p data-path-to-node=""7,0,0""><b data-path-to-node=""7,0,0"" data-index-in-node=""0"">Custom Number ""1"" Silhouette:</b> Hand-carved into a sharp, stately number one, providing a clear and beautiful focus for your party photos.</p>
</li>
<li>
<p data-path-to-node=""7,1,0""><b data-path-to-node=""7,1,0"" data-index-in-node=""0"">Personalized Fondant Blocks:</b> Features  ( your child's name) spelled out in charming 3D fondant blocks in alternating shades of pink and white.</p>
</li>
<li>
<p data-path-to-node=""7,2,0""><b data-path-to-node=""7,2,0"" data-index-in-node=""0"">Delicate Pink Piping:</b> The entire cake is framed with a continuous hand-piped pink wave border, adding a soft, feminine texture.</p>
</li>
<li>
<p data-path-to-node=""7,3,0""><b data-path-to-node=""7,3,0"" data-index-in-node=""0"">Floral Accents:</b> Decorated with tiny pink fondant blossoms along the base and hand-piped floral ""balloon"" details on the top and cake board.</p>
</li>
<li>
<p data-path-to-node=""7,4,0""><b data-path-to-node=""7,4,0"" data-index-in-node=""0"">Smooth Fondant Finish:</b> Enveloped in high-quality, pristine white fondant for a clean and professional look.</p>
</li>
<li>
<p data-path-to-node=""7,5,0""><b data-path-to-node=""7,5,0"" data-index-in-node=""0"">Artisan Quality:</b> Baked fresh to order with premium ingredients, ensuring a delicious experience for your family and guests.</p>
</li>
</ul>",CAKE CORNER,"Food, Beverages & Tobacco > Food Items > Bakery > Cakes & Dessert Bars > Cakes",Cake,"#1stBirthday, #BabyGirlBirthday, #CakeCorner, #CustomCakes, #FirstBirthdayCake, #MilestoneCakes, #NumberCake, #PinkAndWhiteCake",true,Flavor,red-velvet,product.metafields.shopify.flavor,Size,"10""",,,,,,0.0,shopify,2,deny,manual,120.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0970/4708/5421/files/3befdfe5-4f2e-44d7-8eec-9e94be94b818.jpg?v=1768739562,1,"",false,,"Shop The Naema First Birthday Number Cake at Cake Corner. A custom ""1"" shaped cake with pink 3D name blocks & floral piping. The perfect first birthday centerpiece!",,,,,,,,,,,,,,,,eggs; milk; wheat,red-velvet; choclate-sponge; victoria-sponge,wheat,,kg,,,active
first-birthday-number-cake,,,,,,,,,choclate-sponge,,,"10""",,,,,,0.0,shopify,10,deny,manual,120.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0970/4708/5421/files/709e6bb8-a8f6-413f-9631-1d358ad37823.jpg?v=1768739562,2,"",,,,,,,,,,,,,,,,,,,,,,,kg,,,
first-birthday-number-cake,,,,,,,,,victoria-sponge,,,"10""",,,,,,0.0,shopify,10,deny,manual,120.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
the-sweet-sixteen-pink-number-cake,The Sweet Sixteen Number Cake ( Customise Cake),"<p data-path-to-node=""5"">Make her milestone birthday unforgettable with ""The Sweet Sixteen Number Cake"" from <b data-path-to-node=""5"" data-index-in-node=""89"">Cake Corner</b>. Expertly carved into the iconic ""16"" shape, this custom creation is a vibrant tribute to this special coming-of-age celebration. Combining bold color with delicate floral details, it is the perfect centerpiece for a Sweet 16 party that demands to be noticed.</p>
<ul data-path-to-node=""7"">
<li>
<p data-path-to-node=""7,0,0""><b data-path-to-node=""7,0,0"" data-index-in-node=""0"">Custom Number Silhouette:</b> Hand-carved into a large, precise ""16"" shape, providing a unique and personalized look for the birthday girl.</p>
</li>
<li>
<p data-path-to-node=""7,1,0""><b data-path-to-node=""7,1,0"" data-index-in-node=""0"">Pretty in Pink Frosting:</b> Completely enveloped in smooth, vibrant pink buttercream for a bold and feminine aesthetic.</p>
</li>
<li>
<p data-path-to-node=""7,2,0""><b data-path-to-node=""7,2,0"" data-index-in-node=""0"">Artisanal Floral Piping:</b> Adorned with a border of delicate, hand-piped cream rosettes, each topped with a tiny pink fondant flower.</p>
</li>
<li>
<p data-path-to-node=""7,3,0""><b data-path-to-node=""7,3,0"" data-index-in-node=""0"">Shimmering Silver Accents:</b> Scattered with elegant silver edible pearls (dragees) that add a touch of sparkle to the entire design.</p>
</li>
<li>
<p data-path-to-node=""7,4,0""><b data-path-to-node=""7,4,0"" data-index-in-node=""0"">Coordinated Ruffle Border:</b> Finished with a deep pink shell-piped border at the base to frame the numbers and add professional texture.</p>
</li>
<li>
<p data-path-to-node=""7,5,0""><b data-path-to-node=""7,5,0"" data-index-in-node=""0"">Baked Fresh to Order:</b> Crafted with high-quality ingredients to ensure a moist, delicious interior that live up to its stunning exterior.</p>
</li>
</ul>",CAKE CORNER,"Food, Beverages & Tobacco > Food Items > Bakery > Cakes & Dessert Bars > Cakes",Cake,"#16thBirthday, #CakeCorner, #CustomCakes, #MilestoneBirthday, #NumberCake, #PinkBirthdayCake, #SweetSixteen, #TeenBirthdayIdeas",true,Flavor,red-velvet,product.metafields.shopify.flavor,Size,"10""",,,,,,0.0,shopify,10,deny,manual,35.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0970/4708/5421/files/IMG-20260101-WA0044_b2209a1d-d2de-4e3a-8957-87f7b22207f1.jpg?v=1768671446,1,"",false,,"Shop The Sweet Sixteen Pink Number Cake at Cake Corner. A custom ""16"" shaped birthday cake with pink buttercream, cream rosettes & silver pearls. Order now!",,,,,,,,,,,,,,,,eggs; milk; wheat,red-velvet; choclate-sponge; victoria-sponge,wheat,,kg,,,active
the-sweet-sixteen-pink-number-cake,,,,,,,,,choclate-sponge,,,"10""",,,,,,0.0,shopify,10,deny,manual,35.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
the-sweet-sixteen-pink-number-cake,,,,,,,,,victoria-sponge,,,"10""",,,,,,0.0,shopify,10,deny,manual,35.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
the-paw-patrol-hero-cake,The PAW Patrol Hero Cake,"<p data-path-to-node=""5"">Bring the adventure of Adventure Bay to your child's birthday with ""The PAW Patrol Hero Cake"" from <b data-path-to-node=""5"" data-index-in-node=""99"">Cake Corner</b>. This vibrant round cake is designed for the ultimate fan of the rescue pups, featuring a high-quality edible image of the heroic team. With its bold blue-and-white theme, it is a playful and delicious centerpiece that will have every guest ready for action.</p>
<ul data-path-to-node=""7"">
<li>
<p data-path-to-node=""7,0,0""><b data-path-to-node=""7,0,0"" data-index-in-node=""0"">Vibrant PAW Patrol Portrait:</b> Features a large, circular edible image showcasing Chase, Marshall, and Rubble in a bright, colorful scene.</p>
</li>
<li>
<p data-path-to-node=""7,1,0""><b data-path-to-node=""7,1,0"" data-index-in-node=""0"">Bespoke Birthday Message:</b> Your custom message—such as ""Happy 3rd Birthday Ashair""—is printed directly on the character art in a fun, bold green font.</p>
</li>
<li>
<p data-path-to-node=""7,2,0""><b data-path-to-node=""7,2,0"" data-index-in-node=""0"">Two-Tone Swirl Piping:</b> The top is beautifully framed with a alternating border of large, hand-piped white and royal blue buttercream swirls.</p>
</li>
<li>
<p data-path-to-node=""7,3,0""><b data-path-to-node=""7,3,0"" data-index-in-node=""0"">Modern Ribbed Finish:</b> The sides are expertly finished with a clean, horizontal buttercream ribbed texture for a professional look.</p>
</li>
<li>
<p data-path-to-node=""7,4,0""><b data-path-to-node=""7,4,0"" data-index-in-node=""0"">Coordinated Base Detailing:</b> Finished with a matching blue and white buttercream shell border at the base to tie the design together.</p>
</li>
<li>
<p data-path-to-node=""7,5,0""><b data-path-to-node=""7,5,0"" data-index-in-node=""0"">Premium Ingredients:</b> Baked fresh with high-quality ingredients, ensuring a light and fluffy cake that is perfect for young explorers.</p>
</li>
</ul>",CAKE CORNER,"Food, Beverages & Tobacco > Food Items > Bakery > Cakes & Dessert Bars > Cakes",Cake,"#3rdBirthdayCake, #AdventureBay, #CakeCorner, #CharacterCakes, #ChaseAndMarshall, #CustomBaking, #KidsBirthdayCakes, #PawPatrolCake",true,Flavor,red-velvet,product.metafields.shopify.flavor,Size,"8""",,,,,,0.0,shopify,9,deny,manual,37.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0970/4708/5421/files/IMG-20260104-WA0106.jpg?v=1768730834,1,Paw Patrol birthday cake with blue and white frosting on a white surface.,false,,"Shop The PAW Patrol Hero Cake at Cake Corner. A blue & white birthday cake with edible character art, custom name & age. Perfect for your little hero's big day!",,,,,,,,,,,,,,,,eggs; milk; wheat,red-velvet; choclate-sponge; victoria-sponge,wheat,,kg,,,active
the-paw-patrol-hero-cake,,,,,,,,,red-velvet,,,"10""",,,,,,0.0,shopify,10,deny,manual,45.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
the-paw-patrol-hero-cake,,,,,,,,,choclate-sponge,,,"8""",,,,,,0.0,shopify,10,deny,manual,37.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
the-paw-patrol-hero-cake,,,,,,,,,choclate-sponge,,,"10""",,,,,,0.0,shopify,10,deny,manual,45.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
the-paw-patrol-hero-cake,,,,,,,,,victoria-sponge,,,"8""",,,,,,0.0,shopify,10,deny,manual,35.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
the-paw-patrol-hero-cake,,,,,,,,,victoria-sponge,,,"10""",,,,,,0.0,shopify,10,deny,manual,45.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
